0.000	0.000
0.100	0.000
0.200	0.000
0.300	0.000
0.400	0.000
0.500	0.000
0.600	0.000
0.700	0.000
0.800	0.000
0.900	0.000
1.000	0.000
1.100	0.000
1.200	0.000
1.300	0.000
1.400	0.000
1.500	0.000
1.600	0.000
1.700	0.000
1.800	0.000
1.900	0.000
2.000	0.000
2.100	0.000
2.200	0.000
2.300	0.000
2.400	0.000
2.500	0.000
2.600	0.000
2.700	0.000
2.800	0.000
2.900	0.000
3.000	0.000
3.100	0.000
3.200	0.000
3.300	0.000
3.400	0.000
3.500	0.000
3.600	0.000
3.700	0.000
3.800	0.001
3.900	0.001
4.000	0.002
4.100	0.003
4.200	0.005
4.300	0.008
4.400	0.011
4.500	0.016
4.600	0.022
4.700	0.029
4.800	0.037
4.900	0.047
5.000	0.059
5.100	0.072
5.200	0.087
5.300	0.104
5.400	0.122
5.500	0.142
5.600	0.163
5.700	0.186
5.800	0.210
5.900	0.235
6.000	0.260
6.100	0.287
6.200	0.313
6.300	0.340
6.400	0.367
6.500	0.395
6.600	0.422
6.700	0.449
6.800	0.475
6.900	0.501
7.000	0.527
7.100	0.552
7.200	0.577
7.300	0.601
7.400	0.624
7.500	0.646
7.600	0.667
7.700	0.687
7.800	0.707
7.900	0.725
8.000	0.743
8.100	0.760
8.200	0.776
8.300	0.792
8.400	0.806
8.500	0.820
8.600	0.833
8.700	0.845
8.800	0.857
8.900	0.868
9.000	0.878
9.100	0.888
9.200	0.897
9.300	0.905
9.400	0.913
9.500	0.921
9.600	0.927
9.700	0.934
9.800	0.940
9.900	0.945
10.000	0.950
10.100	0.955
10.200	0.959
10.300	0.963
10.400	0.967
10.500	0.970
10.600	0.973
10.700	0.976
10.800	0.978
10.900	0.981
11.000	0.983
11.100	0.984
11.200	0.986
11.300	0.988
11.400	0.989
11.500	0.990
11.600	0.991
11.700	0.992
11.800	0.993
11.900	0.994
12.000	0.995
12.100	0.996
12.200	0.996
12.300	0.997
12.400	0.997
12.500	0.997
12.600	0.998
12.700	0.998
12.800	0.998
12.900	0.999
13.000	0.999
13.100	0.999
13.200	0.999
13.300	0.999
13.400	0.999
13.500	0.999
13.600	0.999
13.700	1.000
13.800	1.000
13.900	1.000
14.000	1.000
14.100	1.000
14.200	1.000
14.300	1.000
14.400	1.000
14.500	1.000
14.600	1.000
14.700	1.000
14.800	1.000
14.900	1.000
15.000	1.000
15.100	1.000
15.200	1.000
15.300	1.000
15.400	1.000
15.500	1.000
15.600	1.000
15.700	1.000
15.800	1.000
15.900	1.000
16.000	1.000
16.100	1.000
16.200	1.000
16.300	1.000
16.400	1.000
16.500	1.000
16.600	1.000
16.700	1.000
16.800	1.000
16.900	1.000
17.000	1.000
17.100	1.000
17.200	1.000
17.300	1.000
17.400	1.000
17.500	1.000
17.600	1.000
17.700	1.000
17.800	1.000
17.900	1.000
18.000	1.000
18.100	1.000
18.200	1.000
18.300	1.000
18.400	1.000
18.500	1.000
18.600	1.000
18.700	1.000
18.800	1.000
18.900	1.000
19.000	1.000
19.100	1.000
19.200	1.000
19.300	1.000
19.400	1.000
19.500	1.000
19.600	1.000
19.700	1.000
19.800	1.000
19.900	1.000
20.000	1.000
20.100	1.000
20.200	1.000
20.300	1.000
20.400	1.000
20.500	1.000
20.600	1.000
20.700	1.000
20.800	1.000
20.900	1.000
21.000	1.000
21.100	1.000
21.200	1.000
21.300	1.000
21.400	1.000
21.500	1.000
21.600	1.000
21.700	1.000
21.800	1.000
21.900	1.000
22.000	1.000
22.100	1.000
22.200	1.000
22.300	1.000
22.400	1.000
22.500	1.000
22.600	1.000
22.700	1.000
22.800	1.000
22.900	1.000
23.000	1.000
23.100	1.000
23.200	1.000
23.300	1.000
23.400	1.000
23.500	1.000
23.600	1.000
23.700	1.000
23.800	1.000
23.900	1.000
24.000	1.000
24.100	1.000
24.200	1.000
24.300	1.000
24.400	1.000
24.500	1.000
24.600	1.000
24.700	1.000
24.800	1.000
24.900	1.000
25.000	1.000
